Timestamp,Temperature,Humidity,SoilMoisture
09:12:30,85.0,62.4,505
09:13:00,84.8,62.8,504
09:13:30,84.9,63.1,504
09:14:00,85.0,63.4,503
09:14:30,85.0,63.6,503
09:15:00,85.0,63.2,502
09:15:30,85.0,63.3,501
09:16:00,85.0,63.8,500
09:16:30,85.0,64.0,500
09:17:00,84.8,64.0,499
09:17:30,85.0,63.5,499
09:18:00,85.0,63.1,498
09:18:30,85.0,63.6,497
09:19:00,85.0,63.3,497
09:19:30,85.0,63.4,496
09:20:00,85.0,63.1,496
09:20:30,85.0,62.6,495
09:21:00,84.8,62.3,495
09:21:30,84.8,62.6,494
09:22:00,85.0,62.8,493
09:22:30,85.0,62.8,492
09:23:00,85.0,63.3,492
09:23:30,85.0,63.3,491
09:24:00,85.0,63.6,491
09:24:30,85.0,64.0,490
09:25:00,85.0,64.0,490
09:25:30,85.0,63.9,489
09:26:00,85.0,63.6,489
09:26:30,85.0,63.4,488
09:27:00,84.9,63.8,487
09:27:30,84.9,63.9,487
09:28:00,85.0,63.8,486
09:28:30,85.0,63.6,486
09:29:00,85.0,63.5,485
09:29:30,85.0,63.5,485
09:30:00,85.0,63.1,484
09:30:30,85.0,63.4,483
09:31:00,84.9,63.2,483
09:31:30,85.0,63.0,482
09:32:00,84.9,63.0,481
09:32:30,84.9,62.8,481
09:33:00,85.0,62.5,480
09:33:30,84.9,62.9,479
09:34:00,84.9,62.9,479
09:34:30,84.9,63.4,478
09:35:00,84.8,63.3,477
09:35:30,84.8,63.5,477
09:36:00,85.0,63.3,476
09:36:30,85.0,63.0,476
09:37:00,85.0,62.9,475
09:37:30,85.0,62.5,474
09:38:00,85.0,62.2,474
09:38:30,84.9,62.3,473
09:39:00,85.0,62.3,473
09:39:30,85.0,62.4,472
09:40:00,85.0,62.5,472
09:40:30,85.0,62.6,471
09:41:00,85.0,63.0,470
09:41:30,85.0,62.9,470
09:42:00,85.0,63.3,469
09:42:30,85.0,63.6,469
09:43:00,85.0,63.1,468
09:43:30,85.0,62.9,468
09:44:00,85.0,63.2,467
09:44:30,85.0,63.5,467
09:45:00,85.0,63.3,466
09:45:30,85.0,63.8,465
09:46:00,85.0,64.0,465
09:46:30,85.0,64.0,464
09:47:00,85.0,64.0,463
09:47:30,85.0,63.6,463
09:48:00,85.0,63.5,462
09:48:30,85.0,63.2,461
09:49:00,85.0,62.8,461
09:49:30,85.0,62.4,460
09:50:00,85.0,62.6,459
09:50:30,85.0,62.8,459
09:51:00,85.0,62.6,458
09:51:30,85.0,62.4,458
09:52:00,85.0,62.0,457
09:52:30,85.0,62.4,457
09:53:00,84.9,62.0,456
09:53:30,85.0,62.2,455
09:54:00,85.0,62.5,455
09:54:30,85.0,62.5,454
09:55:00,85.0,62.4,454
09:55:30,85.0,62.2,453
09:56:00,84.9,62.3,452
09:56:30,84.8,62.0,452
09:57:00,84.9,62.1,451
09:57:30,84.9,62.4,451
09:58:00,84.8,61.9,450
09:58:30,84.8,61.5,450
09:59:00,84.7,61.8,449
09:59:30,84.8,62.0,449
10:00:00,85.0,61.7,448
10:00:30,85.0,62.0,448
10:01:00,85.0,62.4,447
10:01:30,85.0,62.2,447
10:02:00,85.0,62.4,446
10:02:30,85.0,62.9,446
10:03:00,84.8,63.0,445
10:03:30,85.0,63.4,445
10:04:00,84.9,63.6,444
10:04:30,85.0,63.2,444
10:05:00,85.0,62.8,443
10:05:30,85.0,62.9,442
10:06:00,85.0,62.5,442
10:06:30,85.0,62.3,442
10:07:00,85.0,62.8,441
10:07:30,85.0,62.5,440
10:08:00,84.8,63.0,439
10:08:30,85.0,63.3,439
10:09:00,85.0,63.7,438
10:09:30,85.0,64.0,438
10:10:00,85.0,64.0,437
10:10:30,85.0,64.0,437
10:11:00,85.0,64.0,436
10:11:30,85.0,63.7,435
10:12:00,85.0,64.0,435
10:12:30,85.0,64.0,434
10:13:00,85.0,64.0,433
10:13:30,85.0,64.0,433
10:14:00,84.8,63.8,432
10:14:30,85.0,63.6,431
10:15:00,85.0,63.4,431
10:15:30,85.0,63.7,430
10:16:00,84.8,63.9,430
10:16:30,84.9,63.9,429
10:17:00,85.0,64.0,429
10:17:30,85.0,64.0,428
10:18:00,85.0,63.7,428
10:18:30,85.0,63.6,427
10:19:00,85.0,63.9,426
10:19:30,84.9,63.4,426
10:20:00,84.7,63.6,425
10:20:30,84.6,63.3,424
10:21:00,84.8,63.5,424
10:21:30,84.9,63.5,423
10:22:00,85.0,63.9,422
10:22:30,85.0,63.7,422
10:23:00,85.0,63.3,421
10:23:30,85.0,63.6,421
10:24:00,85.0,63.8,420
10:24:30,85.0,63.8,420
10:25:00,84.8,63.4,419
10:25:30,84.6,63.5,418
10:26:00,84.8,63.0,418
10:26:30,85.0,62.7,417
10:27:00,85.0,62.4,417
10:27:30,85.0,62.8,416
10:28:00,84.8,62.7,416
10:28:30,84.8,62.3,415
10:29:00,84.8,62.4,415
10:29:30,85.0,61.9,414
10:30:00,85.0,61.8,413
10:30:30,85.0,61.7,413
10:31:00,85.0,61.7,412
10:31:30,85.0,61.3,411
10:32:00,85.0,61.0,411
10:32:30,85.0,61.0,410
10:33:00,85.0,60.7,409
10:33:30,85.0,60.2,409
10:34:00,85.0,60.4,408
10:34:30,85.0,60.4,408
10:35:00,85.0,60.2,407
10:35:30,85.0,60.2,406
10:36:00,85.0,60.7,406
10:36:30,85.0,60.5,405
10:37:00,85.0,60.7,404
10:37:30,85.0,61.2,404
10:38:00,85.0,61.2,403
10:38:30,85.0,61.6,403
10:39:00,85.0,61.8,402
10:39:30,85.0,61.9,401
10:40:00,84.9,62.0,401
10:40:30,85.0,62.1,400
10:41:00,85.0,62.3,400
10:41:30,84.9,62.2,399
10:42:00,85.0,62.6,398
10:42:30,85.0,62.3,398
10:43:00,85.0,62.3,397
10:43:30,85.0,62.5,397
10:44:00,85.0,62.1,396
10:44:30,85.0,62.1,395
10:45:00,85.0,62.3,394
10:45:30,85.0,62.0,394
10:46:00,85.0,62.1,393
10:46:30,85.0,61.7,393
10:47:00,85.0,61.9,392
10:47:30,85.0,62.3,391
10:48:00,85.0,62.1,391
10:48:30,85.0,61.8,390
10:49:00,85.0,61.8,390
10:49:30,84.8,62.3,389
10:50:00,85.0,62.6,388
10:50:30,84.8,62.3,388
10:51:00,85.0,62.0,387
10:51:30,85.0,62.1,387
10:52:00,85.0,61.8,386
10:52:30,85.0,62.3,386
10:53:00,84.8,62.2,385
10:53:30,84.8,62.2,385
10:54:00,85.0,62.7,384
10:54:30,85.0,62.5,384
10:55:00,85.0,62.0,383
10:55:30,85.0,61.8,382
10:56:00,85.0,61.4,382
10:56:30,85.0,61.7,381
10:57:00,85.0,62.1,380
10:57:30,84.9,62.5,380
10:58:00,85.0,62.0,379
10:58:30,85.0,61.5,379
10:59:00,85.0,62.0,378
10:59:30,85.0,62.1,377
11:00:00,85.0,61.6,377
11:00:30,85.0,61.6,376
11:01:00,85.0,61.9,375
11:01:30,85.0,62.0,375
11:02:00,85.0,62.5,374
11:02:30,85.0,62.5,373
11:03:00,84.9,62.8,373
11:03:30,84.9,63.2,372
11:04:00,84.7,63.6,372
11:04:30,84.8,64.0,371
11:05:00,84.8,64.0,370
11:05:30,84.9,64.0,370
11:06:00,84.9,64.0,369
11:06:30,85.0,64.0,369
11:07:00,85.0,64.0,368
11:07:30,85.0,64.0,368
11:08:00,85.0,64.0,367
11:08:30,85.0,64.0,366
11:09:00,85.0,63.7,365
11:09:30,85.0,63.7,365
11:10:00,85.0,63.7,364
11:10:30,85.0,63.9,364
11:11:00,85.0,63.9,363
11:11:30,85.0,64.0,363
11:12:00,84.8,64.0,362
11:12:30,85.0,64.0,362
11:13:00,85.0,64.0,361
11:13:30,84.8,63.6,361
11:14:00,84.9,63.9,360
11:14:30,85.0,63.6,359
11:15:00,85.0,63.1,359
11:15:30,84.9,63.4,358
11:16:00,85.0,63.5,358
11:16:30,84.8,63.3,357
11:17:00,84.9,63.2,357
11:17:30,84.9,62.9,356
11:18:00,85.0,62.6,355
11:18:30,85.0,62.5,355
11:19:00,85.0,62.0,354
11:19:30,85.0,62.3,354
11:20:00,85.0,62.0,353
11:20:30,85.0,62.5,352
11:21:00,84.9,62.4,352
11:21:30,85.0,62.4,351
11:22:00,85.0,62.3,350
11:22:30,85.0,62.1,350
11:23:00,85.0,61.8,349
11:23:30,85.0,61.4,348
11:24:00,85.0,61.5,348
11:24:30,85.0,61.7,347
11:25:00,84.8,61.4,347
11:25:30,85.0,61.0,346
11:26:00,85.0,61.4,346
11:26:30,85.0,61.7,345
11:27:00,84.9,61.8,345
11:27:30,84.8,62.1,344
11:28:00,84.8,62.2,343
11:28:30,84.9,61.7,343
11:29:00,85.0,62.1,342
11:29:30,85.0,62.0,342
11:30:00,85.0,62.1,341
11:30:30,85.0,62.5,340
11:31:00,85.0,62.8,340
11:31:30,84.9,63.2,339
11:32:00,85.0,63.3,338
11:32:30,85.0,63.5,338
11:33:00,85.0,63.6,337
11:33:30,85.0,63.9,337
11:34:00,85.0,63.9,336
11:34:30,85.0,63.5,336
11:35:00,85.0,63.2,335
11:35:30,85.0,63.1,334
11:36:00,85.0,63.2,334
11:36:30,85.0,63.2,333
11:37:00,85.0,63.1,333
11:37:30,84.9,62.9,332
11:38:00,85.0,62.7,331
11:38:30,85.0,62.7,331
11:39:00,85.0,62.4,330
11:39:30,84.9,62.6,330
11:40:00,84.9,62.8,329
11:40:30,85.0,63.1,329
11:41:00,85.0,63.4,328
11:41:30,85.0,63.4,328
11:42:00,85.0,63.6,327
11:42:30,85.0,63.9,326
11:43:00,85.0,64.0,326
11:43:30,85.0,63.9,325
11:44:00,85.0,64.0,325
11:44:30,85.0,64.0,324
11:45:00,85.0,64.0,324
11:45:30,85.0,63.9,323
11:46:00,85.0,64.0,323
11:46:30,85.0,64.0,322
11:47:00,84.9,63.8,321
11:47:30,85.0,63.5,321
11:48:00,85.0,64.0,320
11:48:30,85.0,63.7,320
11:49:00,85.0,63.9,319
11:49:30,85.0,64.0,319
11:50:00,84.8,63.9,318
11:50:30,84.9,64.0,318
11:51:00,84.9,63.5,317
11:51:30,85.0,63.2,316
11:52:00,85.0,63.4,316
11:52:30,85.0,63.2,315
11:53:00,85.0,63.3,314
11:53:30,85.0,63.2,314
11:54:00,85.0,63.3,313
11:54:30,85.0,63.1,313
11:55:00,85.0,62.9,312
11:55:30,85.0,62.9,311
11:56:00,85.0,62.6,311
11:56:30,85.0,62.1,310
11:57:00,85.0,61.6,310
11:57:30,85.0,61.5,309
11:58:00,85.0,61.3,308
11:58:30,85.0,61.6,308
11:59:00,85.0,61.6,307
11:59:30,85.0,61.6,307
