Timestamp,Temperature,Humidity,SoilMoisture
08:43:00,77.6,63.7,462
08:43:30,77.6,63.8,461
08:44:00,77.8,63.8,460
08:44:30,77.8,64.0,460
08:45:00,77.9,63.6,459
08:45:30,77.9,63.9,458
08:46:00,78.0,64.1,458
08:46:30,78.1,63.9,457
08:47:00,78.3,63.9,457
08:47:30,78.4,63.7,456
08:48:00,78.4,63.7,455
08:48:30,78.5,64.1,454
08:49:00,78.5,64.4,454
08:49:30,78.6,64.8,453
08:50:00,78.6,65.3,452
08:50:30,78.6,65.4,452
08:51:00,78.7,65.6,451
08:51:30,78.8,65.6,451
08:52:00,78.8,65.5,450
08:52:30,79.0,65.4,449
08:53:00,79.2,65.6,449
08:53:30,79.2,66.0,448
08:54:00,79.2,66.3,447
08:54:30,79.3,65.9,447
08:55:00,79.4,65.9,446
08:55:30,79.4,66.3,446
08:56:00,79.5,66.6,445
08:56:30,79.6,66.1,444
08:57:00,79.7,66.2,443
08:57:30,79.7,65.8,443
08:58:00,79.9,66.2,442
08:58:30,80.0,66.5,441
08:59:00,80.0,66.7,441
08:59:30,80.0,67.0,440
09:00:00,80.0,67.0,439
09:00:30,80.0,67.2,439
09:01:00,80.0,66.8,438
09:01:30,80.0,66.6,437
09:02:00,80.0,66.2,437
09:02:30,79.9,66.7,436
09:03:00,80.0,66.8,435
09:03:30,80.0,67.2,435
09:04:00,80.0,66.8,434
09:04:30,80.0,66.3,433
09:05:00,80.0,66.1,433
09:05:30,80.0,65.8,432
09:06:00,80.0,65.8,431
09:06:30,80.0,66.0,431
09:07:00,80.0,65.9,430
09:07:30,80.0,65.7,429
09:08:00,80.0,65.8,429
09:08:30,80.0,65.7,428
09:09:00,79.9,65.5,427
09:09:30,79.9,65.7,426
09:10:00,79.9,66.2,426
09:10:30,79.9,66.7,425
09:11:00,80.0,66.4,424
09:11:30,80.0,66.6,424
09:12:00,80.0,66.6,423
09:12:30,80.0,66.5,423
09:13:00,80.0,66.9,422
09:13:30,80.0,67.0,421
09:14:00,80.0,67.1,421
09:14:30,80.0,66.7,420
09:15:00,80.0,66.3,419
09:15:30,80.0,66.5,419
09:16:00,80.0,66.7,418
09:16:30,80.0,66.5,417
09:17:00,80.0,66.4,417
09:17:30,80.0,66.3,416
09:18:00,80.0,66.5,415
09:18:30,80.0,66.6,415
09:19:00,79.9,66.5,414
09:19:30,80.0,66.7,414
09:20:00,79.9,66.7,413
09:20:30,80.0,66.8,412
09:21:00,80.0,66.5,412
09:21:30,79.9,66.2,411
09:22:00,80.0,66.7,411
09:22:30,80.0,66.2,410
09:23:00,80.0,66.3,409
09:23:30,80.0,66.3,409
09:24:00,80.0,66.2,408
09:24:30,80.0,66.0,407
09:25:00,79.9,65.8,407
09:25:30,79.9,65.7,406
09:26:00,80.0,65.8,405
09:26:30,80.0,65.7,405
09:27:00,79.9,66.1,404
09:27:30,80.0,65.6,504
09:28:00,80.0,66.0,504
09:28:30,80.0,66.1,503
09:29:00,80.0,66.2,502
09:29:30,80.0,66.0,502
09:30:00,80.0,65.5,501
09:30:30,80.0,65.8,500
09:31:00,80.0,65.8,500
09:31:30,80.0,66.1,499
09:32:00,80.0,66.6,498
09:32:30,79.9,66.2,497
09:33:00,80.0,66.2,497
09:33:30,80.0,65.7,496
09:34:00,80.0,66.2,496
09:34:30,80.0,66.1,495
09:35:00,80.0,66.0,494
09:35:30,80.0,66.1,493
09:36:00,80.0,66.1,493
09:36:30,79.9,66.0,492
09:37:00,80.0,65.8,492
09:37:30,80.0,66.3,491
09:38:00,80.0,66.6,491
09:38:30,80.0,66.4,490
09:39:00,80.0,66.1,489
09:39:30,79.9,66.5,489
09:40:00,80.0,66.1,488
09:40:30,80.0,66.4,487
09:41:00,80.0,66.7,487
09:41:30,80.0,66.9,486
09:42:00,80.0,67.3,485
09:42:30,80.0,66.8,485
09:43:00,80.0,66.9,484
09:43:30,80.0,66.6,483
09:44:00,80.0,66.4,483
09:44:30,80.0,66.1,482
09:45:00,80.0,66.2,481
09:45:30,80.0,65.9,481
09:46:00,80.0,65.5,480
09:46:30,80.0,65.1,479
09:47:00,80.0,65.3,478
09:47:30,80.0,64.8,478
09:48:00,80.0,64.7,477
09:48:30,80.0,64.3,476
09:49:00,80.0,63.9,475
09:49:30,80.0,64.3,475
09:50:00,80.0,63.9,474
09:50:30,80.0,63.4,473
09:51:00,80.0,63.4,473
09:51:30,80.0,63.0,472
09:52:00,80.0,63.4,472
09:52:30,79.9,63.4,471
09:53:00,80.0,63.5,470
09:53:30,80.0,63.2,470
09:54:00,80.0,63.0,469
09:54:30,80.0,63.1,468
09:55:00,80.0,63.0,468
09:55:30,80.0,63.0,467
09:56:00,80.0,63.3,466
09:56:30,80.0,63.7,465
09:57:00,80.0,63.2,465
09:57:30,80.0,63.0,464
09:58:00,80.0,63.2,464
09:58:30,80.0,63.0,463
09:59:00,80.0,63.0,463
09:59:30,80.0,63.3,462
10:00:00,80.0,63.8,461
10:00:30,80.0,63.7,460
10:01:00,80.0,63.7,460
10:01:30,80.0,64.1,459
10:02:00,80.0,64.4,459
10:02:30,80.0,64.1,458
10:03:00,80.0,63.7,457
10:03:30,80.0,63.5,457
10:04:00,80.0,63.3,456
10:04:30,80.0,63.5,456
10:05:00,80.0,63.3,455
10:05:30,80.0,63.4,454
10:06:00,80.0,63.0,454
10:06:30,80.0,63.0,453
10:07:00,80.0,63.2,452
10:07:30,80.0,63.0,452
10:08:00,80.0,63.4,451
10:08:30,80.0,63.1,450
10:09:00,80.0,63.1,450
10:09:30,80.0,63.2,449
10:10:00,80.0,63.0,448
10:10:30,80.0,63.0,448
10:11:00,80.0,63.1,447
10:11:30,80.0,63.0,446
10:12:00,80.0,63.0,446
10:12:30,80.0,63.2,445
10:13:00,80.0,63.1,444
10:13:30,80.0,63.4,443
10:14:00,79.9,63.9,443
10:14:30,80.0,63.4,442
10:15:00,79.9,63.8,441
10:15:30,80.0,63.4,441
10:16:00,80.0,63.4,440
10:16:30,79.9,63.7,440
10:17:00,80.0,64.1,439
10:17:30,80.0,64.5,438
10:18:00,80.0,64.3,438
10:18:30,80.0,64.5,437
10:19:00,80.0,64.0,436
10:19:30,80.0,64.3,436
10:20:00,80.0,64.2,435
10:20:30,80.0,64.4,434
10:21:00,80.0,64.6,434
10:21:30,80.0,65.0,433
10:22:00,80.0,64.8,432
10:22:30,80.0,64.6,432
10:23:00,80.0,64.4,431
10:23:30,80.0,64.8,430
10:24:00,80.0,65.3,430
10:24:30,80.0,64.9,429
10:25:00,80.0,64.7,428
10:25:30,80.0,64.5,428
10:26:00,80.0,64.8,427
10:26:30,80.0,64.4,426
10:27:00,80.0,64.1,426
10:27:30,80.0,64.5,425
10:28:00,80.0,64.1,424
10:28:30,80.0,63.8,424
10:29:00,80.0,63.7,423
10:29:30,80.0,63.3,422
10:30:00,80.0,63.8,422
10:30:30,80.0,63.7,421
10:31:00,80.0,63.6,421
10:31:30,80.0,63.7,420
10:32:00,79.9,64.1,419
10:32:30,80.0,64.6,418
10:33:00,80.0,65.0,418
10:33:30,80.0,65.0,417
10:34:00,80.0,65.3,417
10:34:30,80.0,65.6,416
10:35:00,80.0,65.3,415
10:35:30,80.0,65.4,415
10:36:00,80.0,65.0,414
10:36:30,80.0,64.9,413
10:37:00,80.0,65.3,412
10:37:30,80.0,65.2,412
10:38:00,80.0,65.2,411
10:38:30,80.0,65.1,410
10:39:00,80.0,65.1,410
10:39:30,80.0,65.4,409
10:40:00,80.0,65.7,409
10:40:30,80.0,65.9,408
10:41:00,80.0,65.7,407
10:41:30,80.0,65.7,407
10:42:00,80.0,66.0,406
10:42:30,80.0,65.5,405
10:43:00,80.0,65.8,405
10:43:30,80.0,65.3,404
10:44:00,80.0,65.3,403
10:44:30,80.0,65.0,403
10:45:00,80.0,65.0,402
10:45:30,80.0,65.1,401
10:46:00,80.0,65.5,401
10:46:30,80.0,65.3,400
10:47:00,80.0,65.3,399
10:47:30,80.0,65.7,398
10:48:00,80.0,65.8,398
10:48:30,80.0,65.6,397
10:49:00,80.0,65.5,397
10:49:30,80.0,65.8,396
10:50:00,80.0,66.2,395
10:50:30,80.0,66.6,395
10:51:00,80.0,66.6,394
10:51:30,80.0,67.1,394
10:52:00,80.0,67.3,393
10:52:30,80.0,66.9,392
10:53:00,80.0,66.6,392
10:53:30,80.0,67.0,391
10:54:00,80.0,67.0,390
10:54:30,80.0,67.5,390
10:55:00,80.0,67.7,389
10:55:30,80.0,68.0,388
10:56:00,80.0,68.0,387
10:56:30,80.0,68.0,387
10:57:00,80.0,68.0,386
10:57:30,80.0,68.0,386
10:58:00,80.0,68.0,385
10:58:30,80.0,67.9,384
10:59:00,80.0,67.6,384
10:59:30,80.0,68.0,383
11:00:00,80.0,68.0,383
11:00:30,80.0,68.0,382
11:01:00,80.0,68.0,381
11:01:30,80.0,68.0,381
11:02:00,80.0,67.8,380
11:02:30,80.0,67.3,380
11:03:00,80.0,66.9,379
11:03:30,80.0,67.0,378
11:04:00,80.0,66.8,378
11:04:30,80.0,66.9,377
11:05:00,80.0,67.1,376
11:05:30,80.0,67.0,376
11:06:00,79.9,67.3,375
11:06:30,80.0,66.9,374
11:07:00,80.0,67.0,374
11:07:30,80.0,67.2,373
11:08:00,80.0,67.0,373
11:08:30,80.0,67.0,372
11:09:00,80.0,66.7,371
11:09:30,80.0,66.5,371
11:10:00,80.0,66.4,370
11:10:30,80.0,66.4,370
11:11:00,80.0,66.3,369
11:11:30,79.9,66.7,368
11:12:00,79.8,66.7,368
11:12:30,79.9,67.1,367
11:13:00,80.0,67.3,366
11:13:30,80.0,67.7,366
11:14:00,80.0,67.6,365
11:14:30,80.0,67.9,364
11:15:00,80.0,68.0,364
11:15:30,80.0,67.8,363
11:16:00,80.0,67.9,362
11:16:30,80.0,68.0,362
11:17:00,80.0,68.0,361
11:17:30,80.0,68.0,361
11:18:00,80.0,67.7,360
11:18:30,80.0,67.5,359
11:19:00,80.0,67.9,359
11:19:30,80.0,67.7,358
11:20:00,80.0,68.0,358
11:20:30,80.0,68.0,357
11:21:00,80.0,67.8,356
11:21:30,79.9,68.0,356
11:22:00,80.0,68.0,355
11:22:30,80.0,68.0,354
11:23:00,80.0,68.0,354
11:23:30,80.0,67.6,353
11:24:00,80.0,67.8,352
11:24:30,80.0,68.0,352
11:25:00,80.0,68.0,351
11:25:30,79.9,68.0,350
11:26:00,80.0,68.0,350
11:26:30,80.0,67.8,349
11:27:00,80.0,67.8,348
11:27:30,80.0,67.8,348
11:28:00,79.9,67.4,347
11:28:30,79.9,67.4,347
11:29:00,80.0,67.4,346
11:29:30,80.0,67.7,346
11:30:00,80.0,67.4,345
11:30:30,80.0,67.5,344
11:31:00,80.0,67.2,344
11:31:30,80.0,67.3,343
11:32:00,80.0,67.6,342
11:32:30,80.0,67.9,342
11:33:00,80.0,67.8,341
11:33:30,80.0,67.8,340
11:34:00,80.0,67.6,340
11:34:30,80.0,67.3,339
11:35:00,80.0,66.9,338
11:35:30,80.0,66.5,338
11:36:00,80.0,66.2,337
11:36:30,80.0,66.7,336
11:37:00,80.0,66.4,336
11:37:30,80.0,66.6,335
11:38:00,80.0,66.8,334
11:38:30,80.0,66.9,334
11:39:00,80.0,67.2,333
11:39:30,80.0,67.6,332
11:40:00,80.0,67.6,332
11:40:30,80.0,67.3,331
11:41:00,79.9,67.0,330
11:41:30,80.0,67.5,330
11:42:00,80.0,67.8,329
11:42:30,80.0,67.6,328
11:43:00,80.0,67.1,328
11:43:30,80.0,66.6,327
11:44:00,80.0,66.8,326
11:44:30,80.0,66.3,326
11:45:00,80.0,66.5,325
11:45:30,80.0,66.6,324
11:46:00,80.0,66.5,324
11:46:30,80.0,66.0,323
11:47:00,80.0,66.5,322
11:47:30,80.0,66.2,322
11:48:00,80.0,66.4,321
11:48:30,80.0,66.3,320
11:49:00,80.0,65.9,320
11:49:30,80.0,66.3,319
11:50:00,80.0,66.3,318
11:50:30,79.9,66.6,318
11:51:00,79.8,66.2,317
11:51:30,79.8,66.6,316
11:52:00,80.0,66.2,316
11:52:30,80.0,65.7,315
11:53:00,80.0,65.9,315
11:53:30,80.0,66.2,314
11:54:00,80.0,66.5,313
11:54:30,80.0,66.4,313
11:55:00,79.9,66.2,312
11:55:30,80.0,66.1,311
11:56:00,79.9,65.8,311
11:56:30,79.9,65.8,310
11:57:00,79.9,65.7,310
11:57:30,79.9,65.7,309
11:58:00,79.9,65.5,308
11:58:30,80.0,65.8,307
11:59:00,80.0,65.4,307
11:59:30,80.0,65.3,306
